object_name,RA,DEC,Redshift,hostRA,hostDec,Rpar,E(B-V),local,u-g,local.1,u-g.1,min,local.2,u-g.2,max,global,u-g.3,global.1,u-g.4,min.1,global.2,u-g.5,max.1,localmass,localmass_min,localmass_max,globalmass,globalmass_min,globalmass_max,localssfr,localssfr_min,localssfr_max,globalssfr,globalssfr_min,globalssfr_max,incl,hubble_resid,hubble_residerr,residbiascor,c,cerr,cbiascor,x1,x1err,x1biascor,mb,mberr,mbbiascor,r_a,r_b,theta,survey,host_ra,host_dec,host_Pcc,RA_deg,DEC_deg,prob_host_ra,prob_host_dec,prob_host_score,prob_host_2_ra,prob_host_2_dec,prob_host_2_score,prob_host_flag,sn_ra_deg,sn_dec_deg,prob_association_time,agreement_w_Pcc,prob_host_ls_id,prob_host_z_phot_median,prob_host_z_phot_std,prob_host_xr,prob_host_yr,prob_host_2_ls_id,prob_host_2_z_phot_median,prob_host_2_z_phot_std
1241,22:30:41.409,-00:46:35.69,0.0886,22:30:41.140,-00:46:34.07,4.642,0.1,1.701,1.455,2.101,1.516,1.447,1.68,8.716,8.298,8.837,10.792,10.702,10.802,-99.0,-99.0,-99.0,-10.221,-10.221,-10.221,58.2,-0.078,0.065,-0.015,0.058,0.024,0.007,-0.542,0.079,-0.008,18.879,0.042,0.009,7.845,4.344,48.98,Not,Targeted,,,,,,,,,,337.67141666666663,-0.7761305555555557,1.0,337.6725374999999,-0.7765805555555556,337.6714897000584,-0.7762175942690137,0.9636968882208502,337.67232460893405,-0.7762849107559295,0.02899778066472712,0,337.6725374999999,-0.7765805555555556,2.5280418395996094,True,9906621222623786.0,0.089823,0.00449115,3.7720797895644864,-1.3066606315508267,9906621222623820.0,0.584702,0.558574
PS17akj,13:49:49.146,-03:04:48.07,0.0479,13:49:49.013,-03:04:48.65,1.226,0.08,0.529,0.528,0.529,0.529,0.528,1.081,8.315,8.312,8.32,8.986,8.961,9.28,-9.185,-9.185,-9.185,-9.569,-9.569,-9.569,68.5,-0.003,0.080,-0.012,-0.039,0.037,0.001,1.274,0.254,0.074,16.982,0.050,-0.019,9.597,3.948,-11.5,Not,Targeted,,,,,,,,,,207.4542208333333,-3.0801805555555557,1.0,207.45477499999996,-3.080019444444445,207.45437562770508,-3.0801973126297546,0.9992601932982761,207.45259810081905,-3.0805794492914687,0.0007379686026662294,2,207.45477499999996,-3.080019444444445,3.0297069549560547,True,9906620339131092.0,0.046808,0.0023404000000000003,1.437740261565068,0.6403254671150549,9906620339131056.0,0.106257,0.060753
ASASSN-15mi,14:03:15.705,+41:36:14.90,0.03598,14:03:15.876,+41:36:13.78,1.105,0.2,0.529,0.528,0.859,0.529,0.528,0.529,8.711,8.708,9.247,9.341,9.34,9.342,-8.663,-8.663,-8.651,-8.321,-8.321,-8.321,35.2,-0.276,0.051,-0.021,-0.018,0.031,0.003,0.649,0.157,-0.002,16.233,0.036,-0.011,10.164,8.385,-41.34,Not,Targeted,,,,,,,,,,210.81615,41.60382777777778,1.0,210.81543749999997,41.60413888888889,210.8162431413803,41.6037393445782,0.8660462262877573,210.81549943221938,41.604084968243036,0.0448300872385739,0,210.81543749999997,41.60413888888889,7.754873275756836,True,9907735335733568.0,0.034423,0.0017211500000000003,-2.9003089692196227,1.438359518479615,9907735335733560.0,0.009529,0.071625
ATLAS17ajs,11:27:54.532,+27:20:45.02,0.03393,11:27:55.226,+27:20:49.38,3.052,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.046,7.686,8.054,9.573,9.571,9.574,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,46.8,0.235,0.076,-0.031,0.183,0.036,0.017,1.790,0.364,0.115,17.075,0.042,0.006,21.915,15.342,-61.0,Not,Targeted,,,,,,,,,,171.9801083333333,27.34705,1.0,171.97721666666664,27.34583888888889,171.98022229922276,27.347016349064653,0.9999962212116981,172.0000417605477,27.37975069940759,0.0,2,171.97721666666664,27.34583888888889,5.1308300495147705,True,9906631377684500.0,0.032655,0.0016327500000000003,-10.820277202049056,-4.23885663275172,9906631461636504.0,0.448164,0.248509
1994S,12:31:21.850,+29:08:03.99,0.01568,12:31:22.888,+29:08:10.74,2.995,0.2,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.784,7.779,8.221,10.498,10.498,10.498,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,68.4,-0.064,0.132,0.019,-0.078,0.028,-0.017,0.295,0.181,-0.010,14.511,0.035,-0.033,50.205,20.739,43.4,Targeted,,,,,,,,,,,187.84536666666665,29.136316666666666,1.0,187.84104166666665,29.134441666666667,187.8453934692887,29.136382386119294,0.9879080684804435,187.8391044969004,29.136131585046996,0.010959473731571103,0,187.84104166666665,29.134441666666667,7.808210134506226,True,9906632047462184.0,0.015243,0.0007621500000000001,-15.666489439342968,-6.986590029455897,9906632047462082.0,0.006172,0.021626
2001gb,09:59:00.959,+17:49:12.39,0.02673,09:59:00.179,+17:49:02.41,2.208,0.2,0.529,0.529,1.17,1.248,1.248,1.249,8.005,8.001,8.406,10.525,10.525,10.525,-9.925,-9.925,-9.925,-10.182,-10.182,-10.182,34.7,-0.041,0.129,-0.028,0.069,0.048,0.007,-0.656,0.217,-0.000,16.258,0.075,-0.006,32.417,26.891,5.58,Targeted,,,,,,,,,,,149.7507458333333,17.81733611111111,1.0,149.7539958333333,17.820108333333334,149.7508699691945,17.817155987054473,0.9999984862242403,149.79955570967314,17.839453878692165,0.0,2,149.7539958333333,17.820108333333334,10.2938711643219,True,9906628056910712.0,0.025439,0.00127195,11.253110899713192,10.628446603897146,9906628056911728.0,0.557943,0.36508
ATLAS16dqf,21:09:07.888,-18:06:14.04,0.02028,21:09:07.594,-18:06:14.32,3.359,0.2,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.726,8.712,8.76,7.633,7.613,7.641,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,51.2,0.051,0.089,-0.027,0.127,0.058,0.010,0.851,0.251,0.006,15.710,0.086,0.002,5.497,3.548,12.74,Not,Targeted,,,,,,,,,,317.2816416666666,-18.10397777777778,1.0,317.28286666666656,-18.103900000000003,,,,,,,0,317.28286666666656,-18.103900000000003,,,,,,,,,,
ASASSN-15kx,22:16:11.790,+37:28:25.70,0.01684,22:16:11.884,+37:28:28.34,0.72,0.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,9.736,9.736,9.793,10.32,10.32,10.321,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,58.4,0.381,0.079,0.004,-0.076,0.040,-0.007,-1.428,0.165,-0.003,15.346,0.096,-0.019,31.899,17.587,17.17,Not,Targeted,,,,,,,,,,334.0495166666666,37.474538888888894,1.0,334.04912499999995,37.47380555555556,,,,,,,0,334.04912499999995,37.47380555555556,,,,,,,,,,
PS15bif,20:20:17.757,-23:44:36.70,0.07827,20:20:17.720,-23:44:38.19,1.468,0.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.988,8.975,9.009,9.89,9.849,9.983,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,46.2,-0.069,0.049,-0.055,-0.015,0.034,0.008,0.363,0.304,-0.041,18.205,0.056,-0.025,5.592,3.957,-75.06,Not,Targeted,,,,,,,,,,305.0738333333333,-23.743941666666668,1.0,305.07398749999993,-23.74352777777778,,,,,,,0,305.07398749999993,-23.74352777777778,,,,,,,,,,
ASASSN-15tg,00:20:41.037,+25:13:44.57,0.03543,00:20:41.586,+25:13:40.71,2.912,0.2,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,9.043,9.042,9.044,10.294,10.294,10.295,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,50.7,-0.012,0.063,0.004,-0.053,0.034,-0.002,1.718,0.166,0.080,16.227,0.039,-0.013,16.342,10.65,-88.05,Not,Targeted,,,,,,,,,,5.173274999999999,25.227974999999997,1.0,5.170987499999999,25.22904722222222,5.173384226377704,25.22797246210346,0.9999949698750629,5.171053602244765,25.22907794130599,5.17881898700405e-07,2,5.170987499999999,25.22904722222222,2.9634740352630615,True,9906630659673028.0,0.02807,0.006332,-8.62821495973698,3.86913642754223,9906630659672996.0,0.937181,0.19362
PS16aer,10:54:58.194,+14:16:17.90,0.05717,10:54:58.843,+14:16:17.51,1.256,0.06,1.209,1.15,1.27,1.234,1.234,1.234,8.709,8.684,8.764,10.922,10.921,10.922,-10.683,-11.7,-10.683,-10.42,-10.42,-10.42,41.4,0.054,0.062,-0.062,0.046,0.035,0.012,-0.088,0.211,-0.062,17.848,0.041,-0.015,29.314,22.34,-0.97,Not,Targeted,,,,,,,,,,163.74517916666665,14.271530555555556,1.0,163.742475,14.271638888888889,163.74523103475497,14.271592751545187,0.9738809003478703,163.74186302762365,14.271503649065332,0.01347564429847207,0,163.742475,14.271638888888889,4.839105844497681,True,9906626788791368.0,0.055466,0.0027733000000000002,-9.921725117828828,0.16609443732704676,9906626788791296.0,0.050857,0.05784
6558,01:26:48.400,-01:14:17.30,0.0572,01:26:48.424,-01:14:17.07,0.49,0.2,0.888,0.888,0.902,1.118,1.099,1.177,9.377,9.376,9.402,9.674,9.659,9.687,-9.234,-9.248,-9.234,-10.093,-10.123,-10.082,58.4,-0.019,0.057,0.003,-0.020,0.023,0.000,1.059,0.092,0.033,17.473,0.033,-0.001,7.246,3.991,3.64,Not,Targeted,,,,,,,,,,21.701766666666664,-1.238075,1.0,21.701666666666664,-1.238138888888889,21.701836407575144,-1.2381163031573275,0.8649966723218357,21.702135230142346,-1.2376020226158055,0.13194536733723886,0,21.701666666666664,-1.238138888888889,3.0901670455932617,True,9906620951043620.0,0.097522,0.017992,-0.6110672705247566,-0.081308633621191,9906620951043634.0,0.005758,0.372031
PSNJ0859349,08:59:34.902,+45:55:33.08,0.02929,08:59:34.486,+45:55:35.76,1.298,0.12,1.207,1.195,1.216,1.078,1.078,1.078,9.226,9.206,9.227,10.522,10.521,10.522,-8.93,-8.93,-8.93,-9.06,-9.06,-9.06,38.0,0.015,0.048,-0.028,0.056,0.032,0.007,-0.853,0.147,0.001,16.505,0.037,-0.005,26.176,20.887,-53.83,Not,Targeted,,,,,,,,,,134.89369166666663,45.9266,1.0,134.895425,45.92585555555555,134.8939790618242,45.926586126960714,0.9902638365780471,134.89971573817823,45.927945828968205,0.009735102689362925,2,134.895425,45.92585555555555,7.162167072296143,True,9907736552145740.0,0.02812,0.0014060000000000001,5.205377432798741,-2.630057058590296,9907736552145820.0,0.041586,0.082215
080064,03:29:42.070,-27:52:38.11,0.0656,03:29:42.063,-27:52:37.95,0.536,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.341,8.259,8.358,8.755,8.632,8.851,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,51.6,-0.025,0.083,-0.022,0.238,0.034,0.014,-0.271,0.108,0.022,18.749,0.039,0.019,5.46,3.501,-0.7,Not,Targeted,,,,,,,,,,52.425262499999995,-27.877208333333332,1.0,52.42529166666666,-27.877252777777777,52.4253785724487,-27.877284769753356,0.9871174865473438,52.42551336603566,-27.87743487489424,0.012863310633441996,0,52.42529166666666,-27.877252777777777,2.613395929336548,True,9906611268424398.0,0.052751,0.035822,-0.3128608153474488,0.11517111208405595,9906611268424402.0,0.096606,0.452285
2008gb,02:57:57.130,+46:51:56.59,0.03871,02:57:56.681,+46:52:03.24,2.202,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,9.039,8.946,9.073,10.633,10.632,10.633,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,58.8,0.018,0.092,-0.030,0.006,0.041,0.004,0.079,0.160,-0.022,16.837,0.109,-0.015,26.844,14.648,71.62,Targeted,,,,,,,,,,,44.48617083333333,46.86756666666667,1.0,44.48804166666666,46.865719444444444,,,,,,,0,44.48804166666666,46.865719444444444,,,,,,,,,,
2001az,16:34:27.709,+76:01:46.80,0.04094,16:34:28.835,+76:01:46.90,1.126,0.14,1.464,1.248,1.506,1.432,1.432,1.456,9.139,9.025,9.204,10.619,10.588,10.62,-31.613,-31.613,-31.613,-10.972,-10.972,-10.972,64.0,0.110,0.081,0.010,-0.068,0.030,-0.011,1.076,0.452,0.063,16.702,0.049,-0.034,25.806,12.211,54.86,Targeted,,,,,,,,,,,248.6201458333333,76.02969444444444,1.0,248.6154541666666,76.02966666666667,248.62036840331086,76.02970016790478,0.9999970762112311,248.4935936662311,76.03896703832491,0.0,2,248.6154541666666,76.02966666666667,2.826263666152954,True,9907742021189950.0,0.040634,0.011098,-17.6912519193138,-0.12060445718589108,9907742021127988.0,0.914551,0.328772
PSNJ2352371,23:52:37.142,+14:33:08.96,0.02603,23:52:36.392,+14:33:05.34,2.409,0.16,1.374,0.931,1.452,1.476,1.475,1.476,9.024,8.694,9.07,10.774,10.774,10.774,-11.402,-11.402,-11.187,-12.625,-12.625,-12.625,43.6,0.218,0.063,-0.026,-0.005,0.038,0.004,-2.066,0.144,-0.037,16.426,0.046,-0.008,29.012,21.376,62.69,Not,Targeted,,,,,,,,,,358.15163333333334,14.551483333333334,1.0,358.1547583333333,14.55248888888889,358.15170186557145,14.551437606546093,0.9989961881634629,358.1491229070044,14.549804826574558,0.0009643537907603364,2,358.1547583333333,14.55248888888889,7.539684057235718,True,9906626929758204.0,0.026482,0.0013241,11.003283942613962,3.7846164340678,9906626929758160.0,0.396853,0.259351
PS16el,10:51:12.537,+19:21:45.15,0.04957,10:51:12.510,+19:21:48.40,2.257,0.14,1.214,1.206,1.234,1.222,1.214,1.222,9.108,9.1,9.125,10.334,10.324,10.334,-19.041,-19.041,-11.543,-9.116,-9.116,-9.116,42.3,-0.104,0.067,-0.037,-0.029,0.036,0.004,-1.281,0.148,-0.018,17.327,0.044,-0.022,8.902,6.688,31.16,Not,Targeted,,,,,,,,,,162.80212499999996,19.363444444444447,1.0,162.8022375,19.36254166666667,162.80217611835755,19.363412660462473,0.9999924197632992,162.82643054345291,19.37970529589292,0.0,2,162.8022375,19.36254166666667,2.5797860622406006,True,9906628598108512.0,0.047806,0.0023903,0.22097391278066425,-3.135577664893674,9906628687364552.0,0.106612,0.042919
ASASSN-15od,02:23:13.187,-04:31:01.86,0.01703,02:23:13.236,-04:31:00.63,0.305,0.04,1.417,1.417,1.418,1.206,1.206,1.206,9.156,9.156,9.156,9.72,9.719,9.72,-10.683,-10.683,-10.683,-9.861,-9.861,-9.861,54.5,0.125,0.077,0.008,-0.082,0.034,-0.009,-1.053,0.150,0.001,15.046,0.040,-0.020,31.637,19.093,-61.32,Not,Targeted,,,,,,,,,,35.80515,-4.516841666666666,1.0,35.80494583333333,-4.5171833333333336,35.80530438843146,-4.516805057228698,0.9960047583195712,35.805256058853736,-4.517096359142875,0.003892472283848855,2,35.80494583333333,-4.5171833333333336,5.983083963394165,True,9906619728797484.0,0.01764,0.000882,-1.2907983532727485,-1.3617939766881193,9906619728797484.0,0.015287,0.014586
Gaia16aki,15:59:10.569,+14:38:29.81,0.07386,15:59:10.384,+14:38:29.48,1.244,0.02,0.827,0.789,0.878,0.947,0.922,0.972,8.66,8.629,8.693,10.035,10.035,10.044,-8.977,-8.987,-8.977,-9.855,-10.029,-9.855,55.7,0.045,0.080,-0.028,-0.070,0.037,-0.004,0.563,0.182,-0.017,18.013,0.044,-0.038,13.364,7.844,44.38,Not,Targeted,,,,,,,,,,239.79326666666663,14.641522222222221,1.0,239.79403749999997,14.64161388888889,239.7931122020938,14.641495932907102,0.6313260597361738,239.79402197099552,14.641535470814283,0.36864723795363696,1,239.79403749999997,14.64161388888889,2.5134992599487305,True,9906626991098940.0,0.073632,0.0036816,3.331072462242446,0.4246415344347554,9906626991098968.0,0.076732,0.026328
2010H,08:06:24.359,+01:02:09.09,0.01679,08:06:24.081,+01:02:09.83,0.749,0.18,1.481,1.481,1.482,1.43,1.43,1.43,9.889,9.889,9.889,10.626,10.626,10.626,-99.0,-99.0,-99.0,-38.121,-38.121,-38.121,63.0,-0.012,0.141,0.041,-0.107,0.043,-0.030,-1.362,0.112,-0.017,14.875,0.055,-0.052,45.646,22.293,-42.44,Targeted,,,,,,,,,,,121.60033749999997,1.036063888888889,1.0,121.6014958333333,1.0358583333333335,121.60043772238843,1.0360157583046998,0.9999624235278921,121.64301142921282,1.0716385875216394,0.0,2,121.6014958333333,1.0358583333333335,6.434671878814697,True,9906621826599254.0,0.021829,0.004341,3.8091994015246655,-0.5667298969186163,9906621826600280.0,0.513132,0.164994
PS16fa,10:19:16.627,+04:45:42.14,0.04748,10:19:17.625,+04:45:46.96,3.322,0.2,0.869,0.158,1.078,1.222,1.222,1.222,7.864,6.845,7.956,10.759,10.759,10.759,-9.312,-9.312,-9.29,-8.889,-8.889,-8.889,51.4,0.075,0.057,-0.039,0.005,0.032,0.007,-0.641,0.114,-0.018,17.423,0.038,-0.015,21.266,13.689,-3.73,Not,Targeted,,,,,,,,,,154.82343749999998,4.763044444444445,1.0,154.81927916666663,4.761705555555555,154.82338083770287,4.763040060652233,0.9959075242670893,154.81901438053387,4.762277811895521,0.004005594768845672,2,154.81927916666663,4.761705555555555,4.72685694694519,True,9906623249844524.0,0.04611,0.0023055,-14.766015730458548,-4.804218348038347,9906623249844428.0,0.7626,0.579415
SN2016hpx,06:03:16.651,-26:53:54.89,0.03242,06:03:16.432,-26:53:54.65,1.104,0.2,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.269,8.267,8.8,9.376,9.375,9.377,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,38.3,-0.048,0.063,-0.018,-0.014,0.036,0.003,0.827,0.183,0.007,16.218,0.046,-0.009,15.373,12.211,57.48,Not,Targeted,,,,,,,,,,90.81846666666665,-26.89851388888889,1.0,90.81937916666665,-26.898580555555554,90.81847771679898,-26.898538604352332,0.9944526415525969,90.82004530938327,-26.89882592601995,0.0027710324713059883,2,90.81937916666665,-26.898580555555554,3.587768077850342,True,9906611612551346.0,0.035983,0.010906,3.2452195236089665,-0.15102433160052442,9906611612551380.0,0.070346,0.064183
2005bo,12:49:41.029,-11:05:47.29,0.01519,12:49:41.513,-11:05:33.87,2.13,0.2,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.509,8.508,8.51,10.439,10.437,10.448,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,43.3,-0.207,0.133,-0.035,0.233,0.024,0.013,-1.119,0.145,0.006,15.421,0.034,0.003,39.03,28.916,-72.76,Targeted,,,,,,,,,,,192.4229708333333,-11.092741666666667,1.0,192.42095416666663,-11.096469444444445,,,,,,,0,192.42095416666663,-11.096469444444445,,,,,,,,,,
550005,03:27:44.641,-28:29:13.39,0.0737,03:27:44.741,-28:29:17.81,2.063,0.12,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.615,8.515,8.682,10.189,10.186,10.2,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,55.8,-0.087,0.115,-0.015,0.211,0.045,0.015,0.862,0.399,0.050,18.733,0.072,0.026,14.479,8.484,39.0,Not,Targeted,,,,,,,,,,51.93642083333333,-28.488280555555555,1.0,51.93600416666666,-28.48705277777778,51.93646283663641,-28.488310035122282,0.9950957244425792,51.934598545768075,-28.487173597948573,0.004519478029319484,2,51.93600416666666,-28.48705277777778,2.6048529148101807,True,9906611101901152.0,0.047722,0.012218,-1.6512118910839035,4.526126440207179,9906611101901098.0,0.050811,0.166226
AT2016gsu,01:08:24.587,+21:09:05.84,0.07585,01:08:24.515,+21:09:06.30,1.029,0.16,0.802,0.802,0.831,0.96,0.945,1.019,9.518,9.516,9.541,10.504,10.471,10.537,-8.412,-8.412,-8.374,-10.327,-10.327,-9.611,32.1,0.047,0.120,-0.019,-0.111,0.046,-0.024,-1.886,0.550,-0.209,18.301,0.051,-0.066,8.013,6.844,-31.45,Not,Targeted,,,,,,,,,,17.10214583333333,21.15175,1.0,17.10244583333333,21.151622222222223,17.102250591204815,21.151706133364854,0.9998634604558998,17.103428368477893,21.151935031951226,6.814222251936327e-05,2,17.10244583333333,21.151622222222223,2.2630021572113037,True,9906629271948742.0,0.081766,0.019559,0.7028716626578557,-0.3020801134738349,9906629271948756.0,0.401539,0.146938
AT2017wb,11:01:19.499,+70:39:53.72,0.03111,11:01:19.952,+70:39:55.30,1.715,0.18,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.585,8.567,8.588,9.21,9.208,9.211,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,39.9,-0.012,0.056,-0.021,0.070,0.033,0.008,1.337,0.161,0.049,16.351,0.039,-0.003,10.324,8.033,-41.99,Not,Targeted,,,,,,,,,,165.33313333333334,70.66536111111111,1.0,165.33124583333333,70.66492222222223,165.33322944645082,70.66527986916145,0.9996351941012497,165.3385085301532,70.66340495751875,0.00035508620751157027,2,165.33124583333333,70.66492222222223,3.2812211513519287,True,9907741443819512.0,0.034213,0.013184,-7.141007222958251,-1.2875289811972834,9907741443819544.0,0.666675,0.257292
2001ic,23:10:43.339,+07:34:10.40,0.04443,23:10:42.259,+07:34:03.98,2.435,0.2,0.957,0.946,1.334,1.579,1.503,1.579,9.122,9.108,9.195,11.903,11.707,11.904,-25.556,-99.0,-9.82,-13.056,-13.056,-13.056,28.1,-0.395,0.169,-0.060,0.072,0.096,0.013,-1.655,0.535,-0.049,17.137,0.132,-0.012,34.304,30.439,-15.44,Targeted,,,,,,,,,,,347.6760791666666,7.567772222222222,1.0,347.6805791666667,7.569555555555556,347.6761519488886,7.567708311711345,0.9999884332861048,347.6814988750789,7.56946936820742,4.5310931242467776e-07,2,347.6805791666667,7.569555555555556,7.917267799377441,True,9906624333152546.0,0.034483,0.009292,15.937984001061523,6.65007783915712,9906624333152668.0,0.610171,0.278616
2006sr,00:03:35.020,+23:11:46.20,0.02386,00:03:35.000,+23:12:03.01,2.168,0.2,0.529,0.528,0.529,1.442,1.442,1.442,8.134,8.131,8.137,10.772,10.772,10.772,-8.056,-8.056,-8.047,-11.136,-11.136,-11.136,54.6,-0.048,0.100,-0.023,0.011,0.031,0.004,-1.425,0.117,-0.010,15.932,0.058,-0.010,35.8,21.541,-70.26,Targeted,,,,,,,,,,,0.8958333333333333,23.200836111111112,1.0,0.8959166666666666,23.196166666666667,0.8958620610956882,23.200726856714155,0.9842582241897129,0.8936293657143377,23.196208181231775,0.007403131095188326,2,0.8959166666666666,23.196166666666667,6.597383975982666,True,9906629968463328.0,0.022214,0.005796,0.19658005552209978,-16.416684170958717,9906629968463292.0,0.046917,0.022356
2008af,14:59:28.500,+16:39:12.30,0.03408,14:59:27.640,+16:38:42.47,4.366,0.08,1.456,1.455,1.456,1.406,1.406,1.406,7.861,7.811,7.914,11.345,11.345,11.345,-15.58,-15.58,-15.58,-42.46,-42.46,-42.46,33.4,-0.138,0.087,-0.031,0.014,0.034,0.005,-1.564,0.142,-0.023,16.652,0.063,-0.013,40.179,33.846,19.06,Targeted,,,,,,,,,,,224.86516666666662,16.645130555555554,1.0,224.86874999999995,16.653416666666665,224.8651623432152,16.645080700517187,0.9994766438567231,224.857564863043,16.656412957876576,0.0003554851708354454,2,224.86874999999995,16.653416666666665,6.890628814697266,True,9906627714683632.0,0.033423,0.0016711500000000002,12.915564425134107,30.00947813811905,9906627714683496.0,0.478863,0.243365
2002bf,10:15:42.310,+55:40:06.70,0.02477,10:15:42.247,+55:40:03.15,0.529,0.18,1.418,1.417,1.442,1.464,1.464,1.465,9.631,9.622,9.632,10.692,10.692,10.692,-42.46,-42.46,-42.46,-11.395,-11.395,-11.395,43.1,-0.129,0.151,0.029,-0.096,0.092,-0.029,-2.296,0.318,-0.085,15.772,0.155,-0.049,35.023,26.035,-61.17,Targeted,,,,,,,,,,,153.92602916666664,55.667541666666665,1.0,153.92629166666666,55.668527777777776,153.9260446730727,55.66747619514791,0.9999994728755006,153.91898928832347,55.61342716336716,0.0,2,153.92629166666666,55.668527777777776,7.086627960205078,True,9907738885095580.0,0.024376,0.0012188,0.8891769382103121,3.7856974675065658,9907738831489444.0,0.328584,0.025813
530086,22:11:27.835,-00:01:47.07,0.04974,22:11:28.157,-00:01:45.03,3.119,0.2,0.802,0.789,0.802,1.222,1.218,1.406,8.998,8.992,9.017,10.413,10.396,10.434,-11.421,-11.421,-11.421,-33.782,-33.782,-17.61,56.6,-0.083,0.092,0.011,0.058,0.045,0.001,1.242,0.301,0.040,17.320,0.078,0.009,11.201,6.436,-25.81,Not,Targeted,,,,,,,,,,332.8673208333333,-0.029175,1.0,332.86597916666665,-0.029741666666666666,332.8673423203065,-0.0292420945302184,0.98360803378503,332.866032640383,-0.0298017774420074,0.016131277059092015,0,332.86597916666665,-0.029741666666666666,3.342331886291504,True,9906621504491378.0,0.052003,0.0026001500000000003,-4.907353103385503,-1.798459691213758,9906621504491340.0,0.392499,0.381546
ASASSN-15fs,18:58:40.781,+43:28:07.94,0.02922,18:58:40.666,+43:28:06.57,0.639,0.16,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,9.52,9.52,9.52,10.412,10.411,10.433,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,58.2,-0.219,0.046,-0.021,0.006,0.033,0.004,0.038,0.149,-0.010,15.989,0.058,-0.006,24.12,13.35,-49.6,Not,Targeted,,,,,,,,,,284.6694416666666,43.468491666666665,1.0,284.66992083333326,43.468872222222224,284.66956183332627,43.46837949828199,0.9999852524943349,284.61866863802095,43.48848582384655,0.0,2,284.66992083333326,43.468872222222224,6.640194892883301,True,9907735907932152.0,0.040123,0.009836,1.2924000251814505,1.7738061848405096,9907735907930820.0,0.797158,0.150398
2007A,00:25:16.660,+12:53:12.50,0.01629,00:25:16.705,+12:53:02.63,1.216,0.04,1.16,1.118,1.16,1.16,1.16,1.161,9.197,9.187,9.198,10.385,10.385,10.385,-10.42,-10.42,-10.42,-10.327,-10.327,-10.327,29.3,0.243,0.120,-0.026,0.121,0.025,0.007,0.461,0.127,0.001,15.442,0.046,-0.004,32.275,28.331,79.92,Targeted,,,,,,,,,,,6.319604166666666,12.884063888888889,1.0,6.319416666666666,12.886805555555554,6.31978444708489,12.883866113740343,0.9947406402667388,6.318110047753464,12.894681039864542,0.005186022241410195,2,6.319416666666666,12.886805555555554,6.186028957366943,True,9906626289470564.0,0.018012,0.005227,-1.3240095056065826,10.581990534761587,9906626289470532.0,0.024862,0.013597
PSNJ0153424,01:53:42.413,+29:56:10.62,0.02565,01:53:42.246,+29:55:59.68,1.772,0.02,1.473,1.464,1.486,1.473,1.473,1.474,8.818,8.807,8.821,10.66,10.66,10.66,-10.69,-10.69,-9.116,-9.06,-9.06,-9.06,25.5,-0.004,0.049,-0.027,0.077,0.033,0.008,-0.548,0.096,-0.003,16.215,0.046,-0.002,27.55,24.977,-75.79,Not,Targeted,,,,,,,,,,28.426024999999996,29.933244444444444,1.0,28.42672083333333,29.936283333333332,28.426117398799622,29.9332331947812,0.9819714367734912,28.429329427040305,29.931077374017796,0.018025795528670285,0,28.42672083333333,29.936283333333332,5.849866151809692,True,9906632257702956.0,0.021834,0.006038,2.1723643213505284,10.980498787679949,9906632257703008.0,0.012604,0.013204
