acceptance_radius import_ZTF import_OSC import_local import_lightcurve reimport_catalog search_radius Pcc_filter Pcc_filter_alternative star_separation star_cut date_range late_phase n_walkers n_steps n_cores model training_days sorting_state clean SMOTE_state clf_state n_estimators max_depth feature_set neighbors recalculate_nature classifier n_samples plot_lightcurve do_observability save_features ra_deg dec_deg transient_source object_name object_name_in ztf_name tns_name object_class g_correct r_correct dust_map red_amplitude red_amplitude2 red_offset red_magnitude green_amplitude green_amplitude2 green_offset green_magnitude model_color late_color late_color10 late_color20 late_color40 late_color60 bright_mjd first_mjd green_brightest red_brightest chi2 host_radius host_separation host_ra host_dec host_Pcc host_magnitude host_magnitude_g host_magnitude_r input_host_g_r host_nature photoz photoz_err specz specz_err best_host redshift redshift_label delta_time deltamag_red deltamag_green absmag input_separation input_size input_magnitude normal_separation true_deltamag_red true_deltamag_green hostless_cut

3.0 False False False False False 1.0 i r 1.0 0.1 inf 40.0 50.0 1000.0 1.0 single 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 True False False 197.865625 65.6381 TNS 2018avk 2018avk -- 2018avk -- nan nan SFD nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.289566 2.6211443422695595 197.8673760770055 65.6380084606635 0.015557900436909966 20.629939428536456 21.795326716173452 21.293690053735915 0.5016366624375372 0.78 0.340763 0.14558 nan nan 12.0 0.340763 photoz nan nan nan nan 2.6211443422695595 1.289566 20.629939428536456 2.0325786677607502 nan nan 0.1
3.0 False False False False False 1.0 i r 1.0 0.1 inf 40.0 50.0 1000.0 1.0 single 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 True False False 142.84594257 17.80778621 TNS 2018beh 2018beh -- 2018beh -- nan nan SFD nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.630739 0.8904098789066512 142.84620212465 17.8077758457691 0.007203009081697576 18.63086018075508 19.246627242096373 18.724758853985495 0.5218683881108781 0.9799999999999999 0.068108 0.019644 nan nan 32.0 0.068108 photoz nan nan nan nan 0.8904098789066512 2.630739 18.63086018075508 0.3384637848553776 nan nan 0.1
3.0 False False False False False 1.0 i r 1.0 0.1 inf 40.0 50.0 1000.0 1.0 single 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 True False False 165.626208 55.598831 TNS 2018bgv 2018bgv -- 2018bgv -- nan nan SFD nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.185264 1.2444323776352293 165.62673033500602 55.5986509976198 0.0032437161324813113 19.393724280542983 19.930572237757687 19.702039237884378 0.228532999873309 0.9899999999999999 0.104186 0.033635 nan nan 35.0 0.104186 photoz nan nan nan nan 1.2444323776352293 1.185264 19.393724280542983 1.0499199989497945 nan nan 0.1

3.0 False False False False False 1.0 i r 1.0 0.1 inf 40.0 50.0 1000.0 1.0 single 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 True False False 280.80595247 45.20783676 TNS 2018bym 2018bym -- 2018bym -- nan nan SFD nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.7499253493177546 0.7141368877598063 280.80602221 45.20764457 0.012292448067947714 22.40928460730041 23.45171091680277 22.178371537966644 1.273339378836127 0.4 nan nan nan nan 31.0 nan none nan nan nan nan 0.7141368877598063 0.7499253493177546 22.40928460730041 0.9522773012133716 nan nan 0.1
3.0 False False False False False 1.0 i r 1.0 0.1 inf 40.0 50.0 1000.0 1.0 single 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 True False False 337.14413091 11.61823091 TNS 2018cxa 2018cxa -- 2018cxa -- nan nan SFD nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.6240088 3.332156835873493 337.14426641272246 11.6173148765028 0.018711271323074485 20.961565017072743 22.560635075135682 21.195777586426907 1.3648574887087754 0.8916666666666666 0.140686 0.07223 nan nan 20.0 0.140686 photoz nan nan nan nan 3.332156835873493 0.6240088 20.961565017072743 5.339919622725661 nan nan 0.1
3.0 False False False False False 1.0 i r 1.0 0.1 inf 40.0 50.0 1000.0 1.0 single 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 True False False 208.78600701 58.49499496 TNS 2018don 2018don -- 2018don -- nan nan SFD nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.7909 1.1323520646638567 208.78605079600948 58.494681251125 0.0021076751212012468 17.93414527408154 19.034458878659194 18.29344373428446 0.7410151443747353 1.0 0.105777 0.034293 nan nan 24.0 0.105777 photoz nan nan nan nan 1.1323520646638567 1.7909 17.93414527408154 0.632281012152469 nan nan 0.1
3.0 False False False False False 1.0 i r 1.0 0.1 inf 40.0 50.0 1000.0 1.0 single 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 True False False 317.40325 33.4832 TNS 2018fcg 2018fcg -- 2018fcg -- nan nan SFD nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.6788562524450507 0.04501663481224315 317.40326486 33.48319834 0.0032474967190039283 21.181035783681693 22.325678654460656 21.56271250666013 0.7629661478005261 0.225 nan nan nan nan 64.0 nan none nan nan nan nan 0.04501663481224315 0.6788562524450507 21.181035783681693 0.06631246990818129 nan nan 0.1
3.0 False False False False False 1.0 i r 1.0 0.1 inf 40.0 50.0 1000.0 1.0 single 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 True False False 137.65148436 35.72176827 TNS 2018fd 2018fd -- 2018fd -- nan nan SFD nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.413122 0.46019084027441676 137.65148822836352 35.721896062204 0.04696544222197885 22.763570522022725 22.54159903608745 22.42511737459943 0.1164816614880202 0.6625000000000001 0.63337 0.170919 nan nan 28.0 0.63337 photoz nan nan nan nan 0.46019084027441676 1.413122 22.763570522022725 0.32565542131140607 nan nan 0.1
3.0 False False False False False 1.0 i r 1.0 0.1 inf 40.0 50.0 1000.0 1.0 single 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 True False False 37.74919536 -17.34088179 TNS 2018ffj 2018ffj -- 2018ffj -- nan nan SFD nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.8384169163454928 0.3134133052423612 37.74912441249265 -17.340827082317702 0.014794968779848983 22.58495014673172 23.43755779241141 22.71970651707334 0.7178512753380701 0.75 0.474143 0.07187 nan nan 34.0 0.474143 photoz nan nan nan nan 0.3134133052423612 0.8384169163454928 22.58495014673172 0.3738155792567652 nan nan 0.1
3.0 False False False False False 1.0 i r 1.0 0.1 inf 40.0 50.0 1000.0 1.0 single 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 True False False 313.6547782 22.0810582 TNS 2018ffs 2018ffs -- 2018ffs -- nan nan SFD nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.0908022163178395 1.5377664314518462 313.65486643 22.08147746 0.002390126437821438 18.999359755078054 19.59640784641359 19.190407299589264 0.40600054682432685 0.8699999999999999 nan nan nan nan 65.0 nan none nan nan nan nan 1.5377664314518462 1.0908022163178395 18.999359755078054 1.4097573404670913 nan nan 0.1
3.0 False False False False False 1.0 i r 1.0 0.1 inf 40.0 50.0 1000.0 1.0 single 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 True False False 238.90841111 28.360555572 TNS 2018gbw 2018gbw -- 2018gbw -- nan nan SFD nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.7476238 3.698171642181225 238.907265884027 28.36035637645115 0.03559133752003274 21.518298357909543 23.757223619776358 22.45792351955822 1.2993001002181366 0.4666666666666666 0.622865 0.074152 nan nan 21.0 0.622865 photoz nan nan nan nan 3.698171642181225 0.7476238 21.518298357909543 4.946567568048563 nan nan 0.1
3.0 False False False False False 1.0 i r 1.0 0.1 inf 40.0 50.0 1000.0 1.0 single 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 True False False 359.3247537 -15.6314773 TNS 2018gft 2018gft -- 2018gft -- nan nan SFD nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.28852942475138865 30.563636834003326 359.31746821 -15.63625797 0.401694303105092 19.647530672474815 19.492475112925586 19.933585669497628 0.0 0.2 nan nan nan nan 6.0 nan none nan nan nan nan 0.0 0.0 23.1 0.0 nan nan 0.1
3.0 False False False False False 1.0 i r 1.0 0.1 inf 40.0 50.0 1000.0 1.0 single 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 True False False 119.5481179 19.5188742 TNS 2018gkz 2018gkz -- 2018gkz -- nan nan SFD nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.4712849 1.3887627160452043 119.547740217127 19.5190228481943 0.016583379082971583 22.77902040380573 25.652479571267605 24.846480815718095 0.8059987555495098 0.5 nan nan nan nan 23.0 nan none nan nan nan nan 1.3887627160452043 0.4712849 22.77902040380573 2.94675835369477 nan nan 0.1
3.0 False False False False False 1.0 i r 1.0 0.1 inf 40.0 50.0 1000.0 1.0 single 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 True False False 277.171917 75.813169 TNS 2018hpq 2018hpq -- 2018hpq -- nan nan SFD nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.28091723481775827 0.1093309943972334 277.17197731 75.81319553 0.000354380993656922 20.538691973566387 20.641325021784894 20.505942692477902 0.13538232930699223 0.16 nan nan nan nan 24.0 nan none nan nan nan nan 0.1093309943972334 0.28091723481775827 20.538691973566387 0.3891929039817033 nan nan 0.1
3.0 False False False False False 1.0 i r 1.0 0.1 inf 40.0 50.0 1000.0 1.0 single 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 True False False 40.0532164 -19.9791496 TNS 2018hsf 2018hsf -- 2018hsf -- nan nan SFD nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.7388600844556925 2.8469262905026183 40.05361281 -19.97984716 0.0015799168784850215 17.082473024166283 18.085556568570453 17.36796806265469 0.7175885059157636 1.0 nan nan nan nan 10.0 nan none nan nan nan nan 2.8469262905026183 1.7388600844556925 17.082473024166283 1.6372371279048472 nan nan 0.1
3.0 False False False False False 1.0 i r 1.0 0.1 inf 40.0 50.0 1000.0 1.0 single 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 True False False 55.224 11.77705 TNS 2018hti 2018hti -- 2018hti -- nan nan SFD nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.0622072616875087 0.7226532362007156 55.22382716 11.77694199 0.0012423105911341104 18.594087608886515 18.629954654472204 18.73175297600719 -0.1017983215349858 1.0 nan nan nan nan 18.0 nan none nan nan nan nan 0.7226532362007156 1.0622072616875087 18.594087608886515 0.6803316662066968 nan nan 0.1
3.0 False False False False False 1.0 i r 1.0 0.1 inf 40.0 50.0 1000.0 1.0 single 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 True False False 69.737292 -20.66225 TNS 2018ibb 2018ibb -- 2018ibb -- nan nan SFD nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.39414721588015345 5.1060757865461355 69.73581642 -20.6625748 0.04617631084565321 21.18733425630683 23.944333874644823 22.04867720443854 1.8956566702062823 0.1875 nan nan nan nan 12.0 nan none nan nan nan nan 5.1060757865461355 0.39414721588015345 21.18733425630683 12.954742747945014 nan nan 0.1
3.0 False False False False False 1.0 i r 1.0 0.1 inf 40.0 50.0 1000.0 1.0 single 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 True False False 170.9109101 25.9977633 TNS 2018jfo 2018jfo -- 2018jfo -- nan nan SFD nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.9475629044198377 0.23580483166149666 170.91086567 25.99771138 0.03129742394498247 23.28492869404038 23.638145601162282 22.603077136054452 1.0350684651078303 0.7 nan nan nan nan 15.0 nan none nan nan nan nan 0.23580483166149666 0.9475629044198377 23.28492869404038 0.24885401334476298 nan nan 0.1
3.0 False False False False False 1.0 i r 1.0 0.1 inf 40.0 50.0 1000.0 1.0 single 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 True False False 186.984333 56.393219 TNS 2018kyt 2018kyt -- 2018kyt -- nan nan SFD nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.076442 0.25097386871390287 186.9844062856675 56.3931623005697 0.0024940677567341085 19.60341399863184 20.31650435442505 19.907031654934585 0.4094726994904647 0.79 0.146447 0.041858 nan nan 17.0 0.146447 photoz nan nan nan nan 0.25097386871390287 1.076442 19.60341399863184 0.233151315829281 nan nan 0.1
3.0 False False False False False 1.0 i r 1.0 0.1 inf 40.0 50.0 1000.0 1.0 single 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 True False False 348.747167 48.757719 TNS 2018lfd 2018lfd -- 2018lfd -- nan nan SFD nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.7979310943049006 13.088506106776926 348.74198591 48.75896488 0.09855273828734268 19.755740625620277 20.82550885330546 20.101151016241428 0.0 0.17 nan nan nan nan 38.0 nan none nan nan nan nan 0.0 0.0 23.1 0.0 nan nan 0.1
3.0 False False False False False 1.0 i r 1.0 0.1 inf 40.0 50.0 1000.0 1.0 single 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 True False False 143.37314815 0.05233008 TNS 2018lfe 2018lfe -- 2018lfe -- nan nan SFD nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.0497977789016226 8.544399142296033 143.37433441 0.05438581 0.22205208501472873 21.98361695231273 23.694550146086108 22.771514261018616 0.0 0.3666666666666667 nan nan nan nan 39.0 nan none nan nan nan nan 0.0 0.0 23.1 0.0 nan nan 0.1
3.0 False False False False False 1.0 i r 1.0 0.1 inf 40.0 50.0 1000.0 1.0 single 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 True False False 191.009667 56.029028 TNS 2018lzv 2018lzv -- 2018lzv -- nan nan SFD nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.7 11.850381015314829 191.00408905 56.02796922 0.5819083294428274 22.82011896223271 24.92721578526399 24.33139402191245 0.0 0.5 nan nan nan nan 15.0 nan none nan nan nan nan 0.0 0.0 23.1 0.0 nan nan 0.1
3.0 False False False False False 1.0 i r 1.0 0.1 inf 40.0 50.0 1000.0 1.0 single 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 True False False 114.8865 27.73408333 TNS 2018lzw 2018lzw -- 2018lzw -- nan nan SFD nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.4288161 9.630115665042304 114.8883913239905 27.731996868034948 0.285897807847052 22.121717084153037 25.18722287800862 23.32242927069361 0.0 0.225 nan nan nan nan 24.0 nan none nan nan nan nan 0.0 0.0 23.1 0.0 nan nan 0.1
3.0 False False False False False 1.0 i r 1.0 0.1 inf 40.0 50.0 1000.0 1.0 single 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 True False False 337.3635 13.17772222 TNS 2018lzx 2018lzx -- 2018lzx -- nan nan SFD nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.9141946 26.313672290345583 337.356185041818 13.1760794754525 0.6500272125799333 20.976584712417505 23.496801207404605 21.985020597859965 0.0 0.7428571428571429 0.438719 0.039703 nan nan 7.0 0.438719 photoz nan nan nan nan 0.0 0.0 23.1 0.0 nan nan 0.1
3.0 False False False False False 1.0 i r 1.0 0.1 inf 40.0 50.0 1000.0 1.0 single 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 True False False 150.94487805 6.7734568 TNS 2019J 2019J -- 2019J -- nan nan SFD nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.335074 4.939437277468821 150.9460798902 6.774133734261665 0.007715087495513084 18.084488258004765 18.86351694084606 18.420255368173976 0.44326157267208544 0.9650000000000001 0.124132 0.036283 nan nan 35.0 0.124132 photoz nan nan nan nan 4.939437277468821 2.335074 18.084488258004765 2.1153236588942455 nan nan 0.1
3.0 False False False False False 1.0 i r 1.0 0.1 inf 40.0 50.0 1000.0 1.0 single 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 True False False 219.45529167 20.30461111 TNS 2019aamp 2019aamp -- 2019aamp -- nan nan SFD nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.7566481 12.723307357971313 219.4554877581155 20.3081405742399 0.1966923441509596 20.814417777703902 23.106276986485362 21.594885311764195 0.0 0.375 nan nan nan nan 23.0 nan none nan nan nan nan 0.0 0.0 23.1 0.0 nan nan 0.1
3.0 False False False False False 1.0 i r 1.0 0.1 inf 40.0 50.0 1000.0 1.0 single 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 True False False 313.90058333 -8.67538889 TNS 2019aamq 2019aamq -- 2019aamq -- nan nan SFD nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.575489212934381 45.58769373232661 313.90677094 -8.68647688 0.03464703995420948 15.053562423998986 16.32247960864511 15.487536618740485 0.0 0.95 nan nan nan nan 52.0 nan none nan nan nan nan 0.0 0.0 23.1 0.0 nan nan 0.1
3.0 False False False False False 1.0 i r 1.0 0.1 inf 40.0 50.0 1000.0 1.0 single 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 True False False 232.348125 38.1035 TNS 2019aamr 2019aamr -- 2019aamr -- nan nan SFD nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.7 7.764930946020467 232.3491106 38.10551267 0.31500620385717815 22.81 22.71799285358825 23.27 0.0 0.85 nan nan nan nan 45.0 nan none nan nan nan nan 0.0 0.0 23.1 0.0 nan nan 0.1
3.0 False False False False False 1.0 i r 1.0 0.1 inf 40.0 50.0 1000.0 1.0 single 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 True False False 355.90066667 12.48361111 TNS 2019aams 2019aams -- 2019aams -- nan nan SFD nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.041977209360504 0.28036377152412056 355.90074166 12.48363765 0.01699747632344273 22.21852999028141 23.682194986580452 23.37694917095846 0.3052458156219906 0.6 nan nan nan nan 12.0 nan none nan nan nan nan 0.28036377152412056 1.041977209360504 22.21852999028141 0.2690690055458978 nan nan 0.1
3.0 False False False False False 1.0 i r 1.0 0.1 inf 40.0 50.0 1000.0 1.0 single 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 True False False 318.78333333 32.71702778 TNS 2019aamt 2019aamt -- 2019aamt -- nan nan SFD nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.6534177924624304 0.9123211349015767 318.7832602 32.71727362 0.007372560109732862 21.8422567869287 23.183200301511533 21.961456311188908 1.2217439903226257 0.525 nan nan nan nan 52.0 nan none nan nan nan nan 0.9123211349015767 0.6534177924624304 21.8422567869287 1.3962294039521927 nan nan 0.1
3.0 False False False False False 1.0 i r 1.0 0.1 inf 40.0 50.0 1000.0 1.0 single 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 True False False 43.78704167 11.45622222 TNS 2019aamu 2019aamu -- 2019aamu -- nan nan SFD nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.9348117307278551 4.278553953937393 43.78590779 11.45580087 0.05725857885751062 21.744467954968943 23.64 21.744467954968943 1.8955320450310573 0.45 nan nan nan nan 11.0 nan none nan nan nan nan 4.278553953937393 0.9348117307278551 21.744467954968943 4.576915129858353 nan nan 0.1
3.0 False False False False False 1.0 i r 1.0 0.1 inf 40.0 50.0 1000.0 1.0 single 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 True False False 191.256875 33.55391667 TNS 2019aamv 2019aamv -- 2019aamv -- nan nan SFD nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.132503 0.7604898670228593 191.2566991940165 33.554068854144546 0.06719482828418577 23.72546422534031 23.932505172322315 23.548933132339585 0.38357203998273093 0.5 nan nan nan -1.0 17.0 nan none nan nan nan nan 0.7604898670228593 1.132503 23.72546422534031 0.6715124525258293 nan nan 0.1
3.0 False False False False False 1.0 i r 1.0 0.1 inf 40.0 50.0 1000.0 1.0 single 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 True False False 357.22725 24.99994444 TNS 2019aamw 2019aamw -- 2019aamw -- nan nan SFD nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.8729054 6.809033425769867 357.229320160554 24.9997051897047 0.033238841335612945 19.935525899227265 22.705221764824174 20.916590405669236 1.7886313591549374 0.2611111111111111 0.541449 0.027501 nan nan 21.0 0.541449 photoz nan nan nan nan 6.809033425769867 0.8729054 19.935525899227265 7.80042536770865 nan nan 0.1
3.0 False False False False False 1.0 i r 1.0 0.1 inf 40.0 50.0 1000.0 1.0 single 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 True False False 239.451125 27.46763889 TNS 2019aamx 2019aamx -- 2019aamx -- nan nan SFD nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.9893678133940833 3.902052156488214 239.44991389 27.46778073 0.13796544077782735 23.130954974131054 23.64 22.790842357896288 0.0 0.5 nan nan nan nan 37.0 nan none nan nan nan nan 0.0 0.0 23.1 0.0 nan nan 0.1
3.0 False False False False False 1.0 i r 1.0 0.1 inf 40.0 50.0 1000.0 1.0 single 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 True False False 149.31393065 32.00156117 TNS 2019bgu 2019bgu -- 2019bgu -- nan nan SFD nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.984507 1.1621695451789162 149.313946789827 32.00188370459125 0.01254861912085492 20.03583217638488 20.509224428438507 20.218535758652806 0.29068866978570185 0.96 0.16419 0.147542 nan nan 34.0 0.16419 photoz nan nan nan nan 1.1621695451789162 1.984507 20.03583217638488 0.5856212878961456 nan nan 0.1
3.0 False False False False False 1.0 i r 1.0 0.1 inf 40.0 50.0 1000.0 1.0 single 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 True False False 180.714167 -16.663239 TNS 2019cca 2019cca -- 2019cca -- nan nan SFD nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.6486940531884907 13.812217689506111 180.7119907 -16.6600182 0.24937508523639818 20.96027764569083 23.541556846183276 21.857448845753034 0.0 0.6000000000000001 nan nan nan nan 14.0 nan none nan nan nan nan 0.0 0.0 23.1 0.0 nan nan 0.1
3.0 False False False False False 1.0 i r 1.0 0.1 inf 40.0 50.0 1000.0 1.0 single 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 True False False 124.474708 65.479589 TNS 2019cdt 2019cdt -- 2019cdt -- nan nan SFD nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.060672 0.6239842993160388 124.474926506134 65.47944128633566 0.02134627050559801 22.38884303305797 22.82047375335154 22.717531622608067 0.1029421307434717 0.65 0.547699 0.125387 nan nan 26.0 0.547699 photoz nan nan nan nan 0.6239842993160388 1.060672 22.38884303305797 0.5882914787191882 nan nan 0.1
3.0 False False False False False 1.0 i r 1.0 0.1 inf 40.0 50.0 1000.0 1.0 single 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 True False False 222.905396 48.987147 TNS 2019cwu 2019cwu -- 2019cwu -- nan nan SFD nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.991786 51.84520303781463 222.9218848988375 48.99665179480475 0.14140403929202516 16.650766808985985 18.254090075758736 17.137636192208504 0.0 1.0 0.155134 0.011521 0.1718176 3.643672e-05 35.0 0.1718176 specz nan nan nan nan 0.0 0.0 23.1 0.0 nan nan 0.1
3.0 False False False False False 1.0 i r 1.0 0.1 inf 40.0 50.0 1000.0 1.0 single 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 True False False 146.38616667 4.93394444 TNS 2019dgr 2019dgr -- 2019dgr -- nan nan SFD nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.5561842 7.059301014202159 146.384497336936 4.93290562733767 0.06526785340856223 20.802054239989026 22.969877455928057 21.46071986734617 1.5091575885818855 0.6333333333333333 0.423067 0.081021 nan nan 25.0 0.423067 photoz nan nan nan nan 7.059301014202159 0.5561842 20.802054239989026 12.69237963646245 nan nan 0.1
3.0 False False False False False 1.0 i r 1.0 0.1 inf 40.0 50.0 1000.0 1.0 single 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 True False False 169.3924172 0.5007742 TNS 2019dlr 2019dlr -- 2019dlr -- nan nan SFD nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.106431 7.797154655428186 169.391155961299 0.499013399573348 0.23219689634225982 22.266768686736103 22.188086592882538 21.802042054202836 0.0 0.7166666666666667 0.132695 0.103174 nan nan 16.0 0.132695 photoz nan nan nan nan 0.0 0.0 23.1 0.0 nan nan 0.1
3.0 False False False False False 1.0 i r 1.0 0.1 inf 40.0 50.0 1000.0 1.0 single 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 True False False 234.7395 56.60505 TNS 2019dwa 2019dwa -- 2019dwa -- nan nan SFD nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.770415 0.045541980159341126 234.7394771960865 56.605048419545795 0.014523441117468172 22.827071439950018 23.19947727889366 22.352876953021184 0.8466003258724761 0.25 0.756671 0.106892 nan nan 13.0 0.756671 photoz nan nan nan nan 0.045541980159341126 0.770415 22.827071439950018 0.05911356886787138 nan nan 0.1
3.0 False False False False False 1.0 i r 1.0 0.1 inf 40.0 50.0 1000.0 1.0 single 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 True False False 209.27533561 27.99390938 TNS 2019enz 2019enz -- 2019enz -- nan nan SFD nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.8056661 7.09872353564726 209.2775124002465 27.994349615653803 0.05234386760260301 20.4542065246671 22.170961284336556 21.020944742125376 1.1500165422111799 0.5249999999999999 0.52649 0.069921 nan nan 15.0 0.52649 photoz nan nan nan nan 7.09872353564726 0.8056661 20.4542065246671 8.810999414828624 nan nan 0.1
