ZTFID,object_name,RA,Dec,peakt,peakfilt,peakmag,peakabs,duration,rise,fade,type,Redshift,hostabs,hostcol,b,A_V,host_ra,host_dec,host_Pcc,RA_deg,DEC_deg,prob_host_ra,prob_host_dec,prob_host_score,prob_host_2_ra,prob_host_2_dec,prob_host_2_score,prob_host_flag,sn_ra_deg,sn_dec_deg,prob_association_time,agreement_w_Pcc,prob_host_ls_id,prob_host_z_phot_median,prob_host_z_phot_std,prob_host_xr,prob_host_yr,prob_host_2_ls_id,prob_host_2_z_phot_median,prob_host_2_z_phot_std
ZTF21aagppzg,AT2021blu,10:42:34.34,+34:26:14.5,1258.84,r,16.479,-13.24,15.099,5.742,9.357,LBV,0.002,-,-,61.5059327,0.063,,,,160.6430833333333,34.43736111111111,160.67862453410638,34.45083738048449,0.7621926499139909,160.6421771053593,34.43873293168633,0.04424684096153249,0,160.6430833333333,34.43736111111111,9.686666250228882,False,9907733239104276.0,0.003022,0.007215,-127.94832278309514,-48.51456974415953,9907733239103584.0,0.036551,0.140276
